품목코드,품명,로트번호,제품라인,제조일자,상태,통번호,통용량,현재위치
3VTCMSK-105,V-LINE PEEL MASK_벌크,2E218H,etc.,2025-08-27,잔량,1,0.0,소진
3VTCMSK-105,V-LINE PEEL MASK_벌크,2E218H,etc.,2025-08-27,잔량,2,0.0,소진
3VTCMSK-105,V-LINE PEEL MASK_벌크,2E218H,etc.,2025-08-27,잔량,3,195.0,창고
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E357G,etc.,2025-07-29,생산대기,1,1000.0,창고
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E357G,etc.,2025-07-29,생산대기,2,1000.0,창고
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E332G,etc.,2025-07-25,생산대기,1,1000.0,창고
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E332G,etc.,2025-07-25,생산대기,2,1000.0,창고
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E332G,etc.,2025-07-25,생산대기,3,1000.0,창고
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E219G,etc.,2025-07-16,생산대기,1,1000.0,2층-A1
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E219G,etc.,2025-07-16,생산대기,2,1000.0,2층-A1
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E142I,etc.,2025-09-16,생산대기,1,970.0,2층-A1
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E142I,etc.,2025-09-16,생산대기,2,1000.0,2층-A1
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E142I,etc.,2025-09-16,생산대기,3,1000.0,2층-A1
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E142I,etc.,2025-09-16,생산대기,4,1000.0,2층-A1
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E142I,etc.,2025-09-16,생산대기,5,1000.0,2층-A1
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E331G,etc.,2025-07-25,생산대기,1,1000.0,창고
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E331G,etc.,2025-07-25,생산대기,2,1000.0,창고
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E331G,etc.,2025-07-25,생산대기,3,1000.0,창고
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E359G,etc.,2025-07-29,생산대기,1,1000.0,창고
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E359G,etc.,2025-07-29,생산대기,2,1000.0,창고
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E358G,etc.,2025-07-29,생산대기,1,1000.0,창고
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E358G,etc.,2025-07-29,생산대기,2,1000.0,창고
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E293G,etc.,2025-07-22,생산대기,1,1000.0,창고
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E293G,etc.,2025-07-22,생산대기,2,1000.0,창고
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E316D,etc.,2025-04-30,잔량,1,0.0,소진
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E316D,etc.,2025-04-30,잔량,2,0.0,소진
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E316D,etc.,2025-04-30,잔량,3,950.0,창고
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E364E,etc.,2025-05-30,잔량,1,0.0,소진
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E364E,etc.,2025-05-30,잔량,2,0.0,소진
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E364E,etc.,2025-05-30,잔량,3,0.0,소진
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E364E,etc.,2025-05-30,잔량,4,400.0,창고
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E364E,etc.,2025-05-30,잔량,5,0.0,소진
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E218G,etc.,2025-07-16,생산대기,1,1000.0,창고
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E218G,etc.,2025-07-16,생산대기,2,1000.0,창고
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E292G,etc.,2025-07-22,생산대기,1,1000.0,창고
3VTCMSK-076,국문_OL_크라이오 아이스 마스크_320g/30ea_1ea_벌크,2E292G,etc.,2025-07-22,생산대기,2,1000.0,창고
3VTCMSK-085,국문_PD_피디알엔 광채 시트 마스크_25g_1ea_다이소(1067499)_벌크,2E099J,etc.,2025-10-22,외주,1,980.0,외주
3VTCMSK-085,국문_PD_피디알엔 광채 시트 마스크_25g_1ea_다이소(1067499)_벌크,2E099J,etc.,2025-10-22,외주,2,970.0,외주
3VTCMSK-085,국문_PD_피디알엔 광채 시트 마스크_25g_1ea_다이소(1067499)_벌크,2E099J,etc.,2025-10-22,외주,3,970.0,외주
3VTCMSK-085,국문_PD_피디알엔 광채 시트 마스크_25g_1ea_다이소(1067499)_벌크,2E099J,etc.,2025-10-22,외주,4,970.0,외주
3VTCSKN-006,PD_피디알엔토너_250mL_1ea_벌크,2E113J,etc.,2025-10-23,외주,1,930.0,외주
3VTCSKN-006,PD_피디알엔토너_250mL_1ea_벌크,2E113J,etc.,2025-10-23,외주,2,920.0,외주
3VTCSKN-006,PD_피디알엔토너_250mL_1ea_벌크,2E113J,etc.,2025-10-23,외주,3,920.0,외주
3VTCSKN-006,PD_피디알엔토너_250mL_1ea_벌크,2E113J,etc.,2025-10-23,외주,4,920.0,외주
3VTCSKN-006,PD_피디알엔토너_250mL_1ea_벌크,2E113J,etc.,2025-10-23,외주,5,920.0,외주
3VTCSKN-006,PD_피디알엔토너_250mL_1ea_벌크,2E112G,etc.,2025-07-08,잔량,1,500.0,창고
3VTCSKN-006,PD_피디알엔토너_250mL_1ea_벌크,2E172H,etc.,2025-08-21,잔량,1,900.0,창고
3VTCSKN-006,PD_피디알엔토너_250mL_1ea_벌크,2E116J,etc.,2025-10-23,외주,1,930.0,외주
3VTCSKN-006,PD_피디알엔토너_250mL_1ea_벌크,2E116J,etc.,2025-10-23,외주,2,920.0,외주
3VTCSKN-006,PD_피디알엔토너_250mL_1ea_벌크,2E116J,etc.,2025-10-23,외주,3,920.0,외주
3VTCSKN-006,PD_피디알엔토너_250mL_1ea_벌크,2E116J,etc.,2025-10-23,외주,4,920.0,외주
3VTCSKN-006,PD_피디알엔토너_250mL_1ea_벌크,2E116J,etc.,2025-10-23,외주,5,920.0,외주
3OLIMSK-021,성분에디터 실크펩타이드 이지에프 리프팅 부스터 7매마스크팩(일본오프라인용)_벌크,2E018J,etc.,2025-10-02,잔량,1,0.0,소진
3OLIMSK-021,성분에디터 실크펩타이드 이지에프 리프팅 부스터 7매마스크팩(일본오프라인용)_벌크,2E018J,etc.,2025-10-02,잔량,2,35.0,4층-A1
3VTCMSK-089,피디알엔 텐션 토너패드_벌크,2E137J,etc.,2025-10-27,잔량,1,0.0,소진
3VTCMSK-089,피디알엔 텐션 토너패드_벌크,2E137J,etc.,2025-10-27,잔량,2,900.0,5층-A1
3VTCMSK-089,피디알엔 텐션 토너패드_벌크,2E137J,etc.,2025-10-27,잔량,3,900.0,5층-A1
3VTCMSK-089,피디알엔 텐션 토너패드_벌크,2E137J,etc.,2025-10-27,잔량,4,900.0,5층-A1
3VTCMSK-089,피디알엔 텐션 토너패드_벌크,2E137J,etc.,2025-10-27,잔량,5,0.0,소진
3VTCMSK-089,피디알엔 텐션 토너패드_벌크,2E137J,etc.,2025-10-27,잔량,6,0.0,소진
3VTCMSK-023,VT 시카 콜라겐 올인원 3스텝 마스크_STEP1(퍼스트세럼)_벌크,2E324F,etc.,2025-06-30,잔량,1,14.0,창고
3VTCMSK-072,VT 리들S 에이제트 케어 마스크 7매_벌크,2E254F,etc.,2025-06-24,잔량,1,0.0,소진
3VTCMSK-072,VT 리들S 에이제트 케어 마스크 7매_벌크,2E254F,etc.,2025-06-24,잔량,2,0.0,소진
3VTCMSK-072,VT 리들S 에이제트 케어 마스크 7매_벌크,2E254F,etc.,2025-06-24,잔량,3,700.0,6층-A1
3VTCMSK-072,VT 리들S 에이제트 케어 마스크 7매_벌크,2E254F,etc.,2025-06-24,잔량,4,1000.0,6층-A1
3VTCMSK-072,VT 리들S 에이제트 케어 마스크 7매_벌크,2E254F,etc.,2025-06-24,잔량,5,1000.0,6층-A1
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E157E,etc.,2025-05-16,잔량,1,0.0,소진
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E157E,etc.,2025-05-16,잔량,2,0.0,소진
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E157E,etc.,2025-05-16,잔량,3,500.0,창고
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E146H,etc.,2025-08-18,잔량,1,0.0,소진
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E146H,etc.,2025-08-18,잔량,2,0.0,소진
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E146H,etc.,2025-08-18,잔량,3,0.0,소진
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E146H,etc.,2025-08-18,잔량,4,0.0,소진
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E146H,etc.,2025-08-18,잔량,5,0.0,소진
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E146H,etc.,2025-08-18,잔량,6,200.0,창고
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E047H,etc.,2025-08-07,잔량,1,0.0,소진
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E047H,etc.,2025-08-07,잔량,2,0.0,소진
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E047H,etc.,2025-08-07,잔량,3,0.0,소진
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E047H,etc.,2025-08-07,잔량,4,0.0,소진
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E047H,etc.,2025-08-07,잔량,5,300.0,5층-A1
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E131J,etc.,2025-10-24,잔량,1,0.0,소진
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E131J,etc.,2025-10-24,잔량,2,0.0,소진
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E131J,etc.,2025-10-24,잔량,3,0.0,소진
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E131J,etc.,2025-10-24,잔량,4,0.0,소진
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E131J,etc.,2025-10-24,잔량,5,230.0,6층-A1
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E131J,etc.,2025-10-24,잔량,6,905.0,6층-A1
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E222E,etc.,2025-05-21,생산대기,1,720.0,2층-A1
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E128A,etc.,2025-01-21,잔량,3,600.0,창고
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E035A,etc.,2025-01-17,잔량,4,770.0,창고
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E123A,etc.,2025-01-20,잔량,2,500.0,2층-A1
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E123A,etc.,2025-01-20,잔량,3,1000.0,2층-A1
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E057H,etc.,2025-08-08,잔량,1,310.0,4층-A1
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E057H,etc.,2025-08-08,잔량,2,1000.0,4층-A1
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E057H,etc.,2025-08-08,잔량,3,1000.0,4층-A1
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E095J,etc.,2025-10-21,잔량,1,0.0,소진
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E095J,etc.,2025-10-21,잔량,2,620.0,6층-A1
3VTCMSK-013,브이티 시카 레티-에이 세븐데이즈 마스크_벌크,2E095J,etc.,2025-10-21,잔량,3,1000.0,6층-A1
3VTCMSK-107,일문_RI_라이스 마스크팩_140g/10ea_1ea_돈키호테_벌크,2E221I,etc.,2025-09-23,잔량,1,0.0,소진
3VTCMSK-107,일문_RI_라이스 마스크팩_140g/10ea_1ea_돈키호테_벌크,2E221I,etc.,2025-09-23,잔량,2,0.0,소진
3VTCMSK-107,일문_RI_라이스 마스크팩_140g/10ea_1ea_돈키호테_벌크,2E221I,etc.,2025-09-23,잔량,3,400.0,창고
3OLISKN-003,성분에디터 딥 콜라겐 베리어 세럼 미스트_수상_벌크,2E123I,etc.,2025-09-13,잔량,6,100.0,창고
3OLISKN-003,성분에디터 딥 콜라겐 베리어 세럼 미스트_수상_벌크,2E200I,etc.,2025-09-22,잔량,1,32.0,5층-A1
3TCSMSK-007,The Creme Shop Moisturizing To Go 3-Step Skincare Pack_Mask_벌크,2E176J,etc.,2025-10-31,잔량,1,0.0,소진
3TCSMSK-007,The Creme Shop Moisturizing To Go 3-Step Skincare Pack_Mask_벌크,2E176J,etc.,2025-10-31,잔량,2,80.0,4층-A1
3IHBMSK-001,닥터로사_크라이오셀 카밍 마스크_벌크,2E152H,etc.,2025-08-19,잔량,1,0.0,소진
3IHBMSK-001,닥터로사_크라이오셀 카밍 마스크_벌크,2E152H,etc.,2025-08-19,잔량,2,230.0,창고
3BMNMSK-002,달바 화이트 트러플 더블 마스크팩[진정/보습]_마스크,2E220F,etc.,2025-06-21,잔량,1,0.0,소진
3BMNMSK-002,달바 화이트 트러플 더블 마스크팩[진정/보습]_마스크,2E220F,etc.,2025-06-21,잔량,2,280.0,2층-A1
3BMNMSK-002,달바 화이트 트러플 더블 마스크팩[진정/보습]_마스크,2E220F,etc.,2025-06-21,잔량,3,860.0,2층-A1
3BMNMSK-002,달바 화이트 트러플 더블 마스크팩[진정/보습]_마스크,2E135A,etc.,2025-01-22,생산대기,1,280.0,2층-A1
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E210F,etc.,2025-06-20,잔량,1,0.0,소진
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E210F,etc.,2025-06-20,잔량,2,0.0,소진
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E210F,etc.,2025-06-20,잔량,3,0.0,소진
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E210F,etc.,2025-06-20,잔량,4,0.0,소진
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E210F,etc.,2025-06-20,잔량,5,150.0,6층-A1
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E125I,etc.,2025-09-13,잔량,1,0.0,소진
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E125I,etc.,2025-09-13,잔량,2,200.0,2층-A1
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E125I,etc.,2025-09-13,잔량,3,912.0,2층-A1
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E125I,etc.,2025-09-13,잔량,4,912.0,2층-A1
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E125I,etc.,2025-09-13,잔량,5,912.0,2층-A1
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E089J,etc.,2025-10-21,잔량,1,0.0,소진
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E089J,etc.,2025-10-21,잔량,2,0.0,소진
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E089J,etc.,2025-10-21,잔량,3,0.0,소진
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E089J,etc.,2025-10-21,잔량,4,0.0,소진
3VTCMSK-077,브이티 스무스 스킨팩 일문패키지 Dr.VT (N)_벌크,2E089J,etc.,2025-10-21,잔량,5,700.0,2층-A1
3VTCMSK-042,VT 리들샷 비타-라이트 브라이트닝 마스크(30매)(N)_벌크,2E062J,etc.,2025-10-17,잔량,1,0.0,소진
3VTCMSK-042,VT 리들샷 비타-라이트 브라이트닝 마스크(30매)(N)_벌크,2E062J,etc.,2025-10-17,잔량,2,0.0,소진
3VTCMSK-042,VT 리들샷 비타-라이트 브라이트닝 마스크(30매)(N)_벌크,2E062J,etc.,2025-10-17,잔량,3,0.0,소진
3VTCMSK-042,VT 리들샷 비타-라이트 브라이트닝 마스크(30매)(N)_벌크,2E062J,etc.,2025-10-17,잔량,4,0.0,소진
3VTCMSK-042,VT 리들샷 비타-라이트 브라이트닝 마스크(30매)(N)_벌크,2E062J,etc.,2025-10-17,잔량,5,200.0,6층-A1
3VTCMSK-042,VT 리들샷 비타-라이트 브라이트닝 마스크(30매)(N)_벌크,2E156J,etc.,2025-10-29,잔량,1,0.0,소진
3VTCMSK-042,VT 리들샷 비타-라이트 브라이트닝 마스크(30매)(N)_벌크,2E156J,etc.,2025-10-29,잔량,2,0.0,소진
3VTCMSK-042,VT 리들샷 비타-라이트 브라이트닝 마스크(30매)(N)_벌크,2E156J,etc.,2025-10-29,잔량,3,0.0,소진
3VTCMSK-042,VT 리들샷 비타-라이트 브라이트닝 마스크(30매)(N)_벌크,2E156J,etc.,2025-10-29,잔량,4,0.0,소진
3VTCMSK-042,VT 리들샷 비타-라이트 브라이트닝 마스크(30매)(N)_벌크,2E156J,etc.,2025-10-29,잔량,5,320.0,6층-A1
3VTCMSK-042,VT 리들샷 비타-라이트 브라이트닝 마스크(30매)(N)_벌크,2D221G,etc.,2024-07-22,잔량,3,1000.0,창고
3VTCMSK-042,VT 리들샷 비타-라이트 브라이트닝 마스크(30매)(N)_벌크,2E176G,etc.,2025-07-12,잔량,1,0.0,소진
3VTCMSK-042,VT 리들샷 비타-라이트 브라이트닝 마스크(30매)(N)_벌크,2E176G,etc.,2025-07-12,잔량,2,0.0,소진
3VTCMSK-042,VT 리들샷 비타-라이트 브라이트닝 마스크(30매)(N)_벌크,2E176G,etc.,2025-07-12,잔량,3,0.0,소진
3VTCMSK-042,VT 리들샷 비타-라이트 브라이트닝 마스크(30매)(N)_벌크,2E176G,etc.,2025-07-12,잔량,4,0.0,소진
3VTCMSK-042,VT 리들샷 비타-라이트 브라이트닝 마스크(30매)(N)_벌크,2E176G,etc.,2025-07-12,잔량,5,0.0,소진
3VTCMSK-042,VT 리들샷 비타-라이트 브라이트닝 마스크(30매)(N)_벌크,2E176G,etc.,2025-07-12,잔량,6,320.0,창고
3VTCLOS-001,시카 에멀전 대용량,2E076G,etc.,2025-07-05,잔량,3,380.0,창고
3VTCLOS-001,시카 에멀전 대용량,2E136J,etc.,2025-10-27,잔량,1,890.0,외주
3VTCLOS-001,시카 에멀전 대용량,2E136J,etc.,2025-10-27,잔량,2,880.0,외주
3VTCLOS-001,시카 에멀전 대용량,2E136J,etc.,2025-10-27,잔량,3,171.5,6층-A1
3VTCLOS-001,시카 에멀전 대용량,2E209F,etc.,2025-06-20,잔량,3,255.0,창고
3VTCLOS-001,시카 에멀전 대용량,2E233F,etc.,2025-06-23,잔량,3,202.5,창고
3VTCMSK-108,일문_OL_카페인 데일리 마스크_300g_25ea_벌크,2E281I,etc.,2025-09-30,잔량,1,0.0,소진
3VTCMSK-108,일문_OL_카페인 데일리 마스크_300g_25ea_벌크,2E281I,etc.,2025-09-30,잔량,2,0.0,소진
3VTCMSK-108,일문_OL_카페인 데일리 마스크_300g_25ea_벌크,2E281I,etc.,2025-09-30,잔량,3,0.0,소진
3VTCMSK-108,일문_OL_카페인 데일리 마스크_300g_25ea_벌크,2E281I,etc.,2025-09-30,잔량,4,0.0,소진
3VTCMSK-108,일문_OL_카페인 데일리 마스크_300g_25ea_벌크,2E281I,etc.,2025-09-30,잔량,5,200.0,창고
3BMNMSK-003,달바 클린 티트리 리포좀 시카 카밍 마스크_벌크,2E102I,etc.,2025-09-11,잔량,1,134.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E034K,etc.,2025-11-06,잔량,1,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E034K,etc.,2025-11-06,잔량,2,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E034K,etc.,2025-11-06,잔량,3,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E034K,etc.,2025-11-06,잔량,4,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E034K,etc.,2025-11-06,잔량,5,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E034K,etc.,2025-11-06,잔량,6,220.0,6층-A1
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E103J,etc.,2025-10-22,잔량,1,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E103J,etc.,2025-10-22,잔량,2,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E103J,etc.,2025-10-22,잔량,3,200.0,6층-A1
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E139F,etc.,2025-06-16,잔량,1,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E139F,etc.,2025-06-16,잔량,2,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E139F,etc.,2025-06-16,잔량,3,400.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E160I,etc.,2025-09-17,생산대기,1,600.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E160I,etc.,2025-09-17,생산대기,2,640.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E160I,etc.,2025-09-17,생산대기,3,790.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E160I,etc.,2025-09-17,생산대기,4,1000.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E160I,etc.,2025-09-17,생산대기,5,800.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E160I,etc.,2025-09-17,생산대기,6,1000.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E151I,etc.,2025-09-16,잔량,3,580.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E151I,etc.,2025-09-16,잔량,4,1000.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E151I,etc.,2025-09-16,잔량,5,1000.0,창고
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E061J,etc.,2025-10-17,잔량,1,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E061J,etc.,2025-10-17,잔량,2,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E061J,etc.,2025-10-17,잔량,3,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E061J,etc.,2025-10-17,잔량,4,0.0,소진
3VTCMSK-067,VT 피디알엔 마스크(30EA)_벌크,2E061J,etc.,2025-10-17,잔량,5,1000.0,4층-A1
3BMNMSK-001,달바 화이트 트러플 더블 마스크팩[영양/보습]_마스크,2D294J,etc.,2024-10-24,잔량,1,368.0,6층-A1
3BMNMSK-001,달바 화이트 트러플 더블 마스크팩[영양/보습]_마스크,2D294J,etc.,2024-10-24,잔량,2,380.0,6층-A1
3BMNMSK-001,달바 화이트 트러플 더블 마스크팩[영양/보습]_마스크,2D294J,etc.,2024-10-24,잔량,3,1050.0,6층-A1
3VTCLOS-079,VT 시카 마일드 토너 패드(N)_벌크,2E105E,etc.,2025-05-13,잔량,1,257.0,창고
3VTCLOS-079,VT 시카 마일드 토너 패드(N)_벌크,2E105E,etc.,2025-05-13,잔량,2,77.0,창고
3VTCLOS-079,VT 시카 마일드 토너 패드(N)_벌크,2E301G,etc.,2025-07-22,잔량,1,0.0,소진
3VTCLOS-079,VT 시카 마일드 토너 패드(N)_벌크,2E301G,etc.,2025-07-22,잔량,2,0.0,소진
3VTCLOS-079,VT 시카 마일드 토너 패드(N)_벌크,2E301G,etc.,2025-07-22,잔량,3,350.0,6층-A1
3OLIMSK-015,마미케어 바다포도 포어 리프팅 앰플 마스크_벌크,2E044K,etc.,2025-11-07,외주,1,780.0,외주
3OLIMSK-015,마미케어 바다포도 포어 리프팅 앰플 마스크_벌크,2E044K,etc.,2025-11-07,외주,2,790.0,외주
3EMLMSK-001,"포헤르츠 카밍페어 데일리 시너지 마스크 1매,30매_벌크",2E027I,etc.,2025-09-03,잔량,2,250.0,6층-A1
3DCCLOS-001,데이셀 닥터비타 비타민 핸드크림_벌크,2E181J,etc.,2025-10-31,잔량,1,25.0,5층-A1
3DCCLOS-001,데이셀 닥터비타 비타민 핸드크림_벌크,2E182J,etc.,2025-10-31,외주,1,490.0,외주
3VTCMSK-070,VT 시카 데일리 리치 마스크(30매)_벌크,2E093B,etc.,2025-02-14,잔량,2,450.0,창고
3VTCLOS-057,VT 하이드롭 리들샷 100HL_벌크,2E146I,etc.,2025-09-16,잔량,2,330.0,창고
3VTCLOS-057,VT 하이드롭 리들샷 100HL_벌크,2E074I,etc.,2025-09-09,잔량,1,170.0,창고
3EMTMSK-004,펀치랩 파워 밸런싱 워시오프 마스크 스틱_벌크,2E188H,etc.,2025-08-22,잔량,1,40.0,창고
3VTCMSK-029,VT 시카 엑소좀 모이스처 마스크_벌크,2D029L,etc.,2024-12-04,생산대기,1,1000.0,2층-A1
3VTCMSK-029,VT 시카 엑소좀 모이스처 마스크_벌크,2D029L,etc.,2024-12-04,생산대기,2,1000.0,2층-A1
3VTCMSK-029,VT 시카 엑소좀 모이스처 마스크_벌크,2D029L,etc.,2024-12-04,생산대기,3,250.0,2층-A1
3VTCMSK-029,VT 시카 엑소좀 모이스처 마스크_벌크,2E278I,etc.,2025-09-30,잔량,1,0.0,소진
3VTCMSK-029,VT 시카 엑소좀 모이스처 마스크_벌크,2E278I,etc.,2025-09-30,잔량,2,0.0,소진
